area_id,number_reception_measured,number_y6_measured,prevalence_overweight_reception,prevalence_overweight_y6,prevalence_obese_reception,prevalence_obese_y6
E05000356,484,386,0.185950413,0.365284974,0.105371901,0.227979275
E05000357,590,509,0.196610169,0.41453831,0.089830508,0.245579568
E05000358,668,383,0.25,0.412532637,0.118263473,0.221932115
E05000359,669,562,0.210762332,0.400355872,0.107623318,0.247330961
E05000360,399,338,0.200501253,0.334319527,0.09273183,0.165680473
E05000361,534,380,0.189138577,0.426315789,0.106741573,0.273684211
E05000362,514,391,0.229571984,0.378516624,0.107003891,0.207161125
E05000363,466,291,0.180257511,0.326460481,0.083690987,0.158075601
E05000364,546,373,0.210622711,0.404825737,0.097069597,0.235924933
E05000365,287,153,0.170731707,0.248366013,0.073170732,0.156862745
E05000366,253,192,0.256916996,0.416666667,0.098814229,0.234375
E05000367,370,288,0.248648649,0.402777778,0.124324324,0.229166667
E05000368,330,297,0.266666667,0.373737374,0.13030303,0.218855219
E05000369,297,269,0.202020202,0.416356877,0.090909091,0.226765799
E05000370,217,169,0.285714286,0.337278107,0.129032258,0.224852071
E05000371,459,335,0.254901961,0.465671642,0.117647059,0.271641791
E05000372,301,217,0.225913621,0.285714286,0.063122924,0.156682028
E05000373,429,317,0.256410256,0.318611987,0.114219114,0.176656151
E05000374,365,301,0.21369863,0.362126246,0.076712329,0.196013289
E05000375,321,337,0.258566978,0.43620178,0.137071651,0.287833828
E05000376,280,260,0.196428571,0.280769231,0.085714286,0.157692308
E05000377,332,324,0.265060241,0.407407407,0.138554217,0.24382716
E05000378,368,266,0.190217391,0.360902256,0.086956522,0.221804511
E05000379,254,188,0.192913386,0.313829787,0.114173228,0.218085106
E05000380,286,210,0.234265734,0.385714286,0.090909091,0.228571429
E05000381,405,290,0.217283951,0.355172414,0.091358025,0.24137931
E05000400,369,321,0.165311653,0.317757009,0.075880759,0.205607477
E05000401,305,198,0.147540984,0.232323232,0.045901639,0.085858586
E05000402,368,329,0.173913043,0.258358663,0.065217391,0.130699088
E05000403,598,365,0.127090301,0.235616438,0.038461538,0.120547945
E05000404,316,294,0.205696203,0.353741497,0.098101266,0.238095238
E05000405,421,321,0.171021378,0.358255452,0.080760095,0.246105919
E05000406,247,201,0.145748988,0.388059701,0.048582996,0.213930348
E05000407,347,300,0.135446686,0.24,0.051873199,0.126666667
E05000408,252,164,0.198412698,0.280487805,0.05952381,0.18902439
E05000409,415,286,0.253012048,0.311188811,0.113253012,0.195804196
E05000410,298,293,0.16442953,0.313993174,0.067114094,0.163822526
E05000411,255,270,0.176470588,0.303703704,0.058823529,0.148148148
E05000412,206,103,0.150485437,0.223300971,0.029126214,0.087378641
E05000413,334,193,0.152694611,0.243523316,0.041916168,0.098445596
E05000414,390,303,0.158974359,0.323432343,0.048717949,0.151815182
E05000415,418,327,0.124401914,0.22324159,0.033492823,0.116207951
E05000416,205,153,0.253658537,0.392156863,0.156097561,0.222222222
E05000417,424,341,0.20990566,0.35483871,0.099056604,0.202346041
E05000418,204,173,0.210784314,0.387283237,0.12745098,0.202312139
E05000419,291,229,0.233676976,0.384279476,0.120274914,0.244541485
E05000420,619,571,0.276252019,0.420315236,0.129240711,0.243432574
E05000421,322,276,0.273291925,0.442028986,0.152173913,0.326086957
E05000422,504,397,0.234126984,0.44836272,0.132936508,0.274559194
E05000423,423,348,0.238770686,0.33908046,0.09929078,0.195402299
E05000424,551,450,0.199637024,0.333333333,0.090744102,0.213333333
E05000425,482,399,0.27593361,0.438596491,0.107883817,0.285714286
E05000426,314,337,0.210191083,0.43620178,0.098726115,0.252225519
E05000427,399,318,0.235588972,0.411949686,0.100250627,0.238993711
E05000428,387,263,0.206718346,0.403041825,0.087855297,0.209125475
E05000429,459,448,0.281045752,0.424107143,0.150326797,0.256696429
E05000430,409,321,0.227383863,0.358255452,0.13202934,0.208722741
E05000431,473,419,0.192389006,0.420047733,0.095137421,0.238663484
E05000432,438,339,0.226027397,0.336283186,0.095890411,0.209439528
E05000433,462,365,0.20995671,0.405479452,0.097402597,0.265753425
E05000434,428,286,0.205607477,0.381118881,0.088785047,0.181818182
E05000435,552,513,0.286231884,0.417153996,0.135869565,0.270955166
E05000436,403,357,0.272952854,0.434173669,0.153846154,0.277310924
E05000437,664,497,0.25,0.45472837,0.118975904,0.281690141
E05000438,386,266,0.227979275,0.34962406,0.095854922,0.22556391
E05000439,511,403,0.236790607,0.397022333,0.097847358,0.248138958
E05000440,545,434,0.216513761,0.357142857,0.104587156,0.235023041
E05000441,601,352,0.201331115,0.349431818,0.068219634,0.196022727
E05000442,679,595,0.291605302,0.405042017,0.122238586,0.267226891
E05000443,710,570,0.291549296,0.438596491,0.133802817,0.270175439
E05000444,609,404,0.231527094,0.393564356,0.090311987,0.22029703
E05000445,538,442,0.258364312,0.359728507,0.105947955,0.242081448
E05000446,413,298,0.200968523,0.399328859,0.072639225,0.268456376
E05000447,523,351,0.193116635,0.319088319,0.086042065,0.188034188
E05000448,610,388,0.257377049,0.456185567,0.119672131,0.25257732
E05000449,596,455,0.288590604,0.435164835,0.156040268,0.274725275
E05000450,611,438,0.22913257,0.363013699,0.096563011,0.239726027
E05000451,635,389,0.274015748,0.334190231,0.137007874,0.200514139
E05000452,576,451,0.272569444,0.414634146,0.105902778,0.274944568
E05000453,556,423,0.241007194,0.418439716,0.113309353,0.234042553
E05000454,644,619,0.26863354,0.413570275,0.125776398,0.248788368
E05000455,318,217,0.163522013,0.299539171,0.040880503,0.147465438
E05000456,276,250,0.166666667,0.372,0.061594203,0.22
E05000457,315,197,0.2,0.355329949,0.104761905,0.172588832
E05000458,556,379,0.242805755,0.393139842,0.118705036,0.240105541
E05000459,300,151,0.146666667,0.218543046,na,0.119205298
E05000460,497,382,0.253521127,0.403141361,0.134808853,0.269633508
E05000461,340,243,0.232352941,0.423868313,0.123529412,0.271604938
E05000462,138,55,0.108695652,0.2,0.050724638,na
E05000463,416,314,0.237980769,0.417197452,0.127403846,0.25477707
E05000464,376,349,0.25,0.372492837,0.146276596,0.23495702
E05000465,323,270,0.229102167,0.333333333,0.092879257,0.181481481
E05000466,318,253,0.13836478,0.292490119,0.047169811,0.114624506
E05000467,470,416,0.24893617,0.427884615,0.108510638,0.262019231
E05000468,387,318,0.281653747,0.402515723,0.124031008,0.242138365
E05000469,304,186,0.111842105,0.220430108,0.019736842,0.11827957
E05000470,411,395,0.274939173,0.362025316,0.119221411,0.217721519
E05000471,326,140,0.180981595,0.335714286,0.064417178,0.171428571
E05000472,67,53,0.149253731,0.226415094,na,na
E05000473,366,300,0.169398907,0.33,0.054644809,0.18
E05000474,379,218,0.192612137,0.266055046,0.042216359,0.133027523
E05000475,683,472,0.251830161,0.372881356,0.130307467,0.213983051
E05000476,667,540,0.221889055,0.431481481,0.130434783,0.290740741
E05000477,662,555,0.296072508,0.437837838,0.149546828,0.295495495
E05000478,593,536,0.283305228,0.425373134,0.143338954,0.277985075
E05000479,625,509,0.272,0.432220039,0.1216,0.265225933
E05000480,748,685,0.223262032,0.417518248,0.13368984,0.261313869
E05000481,569,462,0.189806678,0.380952381,0.107205624,0.248917749
E05000482,853,663,0.196951934,0.39668175,0.104337632,0.26546003
E05000483,605,473,0.304132231,0.386892178,0.161983471,0.243128964
E05000484,605,444,0.19338843,0.418918919,0.107438017,0.277027027
E05000485,650,519,0.193846154,0.402697495,0.095384615,0.258188825
E05000486,641,491,0.218408736,0.360488798,0.126365055,0.207739308
E05000487,872,750,0.23853211,0.424,0.128440367,0.265333333
E05000488,741,595,0.198380567,0.428571429,0.109311741,0.260504202
E05000489,699,590,0.253218884,0.357627119,0.13018598,0.237288136
E05000490,798,547,0.273182957,0.409506399,0.146616541,0.276051188
E05000491,427,303,0.243559719,0.415841584,0.12412178,0.313531353
E05000492,530,473,0.222641509,0.359408034,0.113207547,0.230443975
E05000493,706,621,0.206798867,0.40257649,0.101983003,0.2431562
E05000494,558,507,0.281362007,0.435897436,0.14516129,0.272189349
E05000495,567,532,0.197530864,0.342105263,0.114638448,0.214285714
E05000496,394,423,0.185279188,0.390070922,0.076142132,0.215130024
E05000497,386,369,0.233160622,0.357723577,0.095854922,0.178861789
E05000498,715,555,0.28951049,0.421621622,0.135664336,0.273873874
E05000499,381,282,0.19160105,0.30141844,0.078740157,0.156028369
E05000500,420,566,0.154761905,0.401060071,0.069047619,0.231448763
E05000501,759,594,0.191040843,0.367003367,0.109354414,0.208754209
E05000502,500,402,0.228,0.348258706,0.122,0.186567164
E05000503,451,408,0.223946785,0.419117647,0.11308204,0.264705882
E05000504,490,514,0.216326531,0.40077821,0.097959184,0.262645914
E05000505,591,489,0.228426396,0.372188139,0.130287648,0.224948875
E05000506,565,512,0.254867257,0.404296875,0.097345133,0.26171875
E05000507,829,708,0.225572979,0.411016949,0.118214717,0.257062147
E05000508,586,558,0.226962457,0.376344086,0.126279863,0.231182796
E05000509,226,203,0.17699115,0.216748768,0.075221239,0.123152709
E05000510,712,800,0.240168539,0.38875,0.148876404,0.22375
E05000511,526,437,0.216730038,0.368421053,0.089353612,0.212814645
E05000512,655,628,0.181679389,0.414012739,0.088549618,0.261146497
E05000513,288,203,0.159722222,0.266009852,0.055555556,0.137931034
E05000514,667,452,0.175412294,0.378318584,0.097451274,0.245575221
E05000515,401,312,0.226932668,0.278846154,0.094763092,0.185897436
E05000516,166,116,0.180722892,0.267241379,0.048192771,0.146551724
E05000517,400,237,0.16,0.189873418,0.05,0.075949367
E05000518,430,279,0.202325581,0.215053763,0.055813953,0.089605735
E05000519,303,235,0.141914191,0.242553191,0.04950495,0.131914894
E05000520,342,192,0.15497076,0.307291667,0.052631579,0.145833333
E05000521,296,233,0.233108108,0.313304721,0.077702703,0.197424893
E05000522,393,276,0.193384224,0.188405797,0.063613232,0.101449275
E05000523,365,323,0.235616438,0.334365325,0.095890411,0.188854489
E05000524,283,230,0.141342756,0.260869565,0.035335689,0.126086957
E05000525,398,203,0.14321608,0.236453202,0.052763819,0.113300493
E05000526,362,224,0.129834254,0.209821429,0.046961326,0.111607143
E05000527,422,258,0.132701422,0.220930233,0.04028436,0.089147287
E05000528,254,152,0.169291339,0.203947368,0.047244094,0.098684211
E05000529,310,207,0.180645161,0.193236715,0.058064516,0.086956522
E05000530,323,253,0.182662539,0.173913043,0.074303406,0.059288538
E05000531,280,185,0.125,0.189189189,0.032142857,0.075675676
E05000532,455,361,0.145054945,0.263157895,0.052747253,0.108033241
E05000533,334,275,0.200598802,0.323636364,0.092814371,0.145454545
E05000534,403,317,0.253101737,0.429022082,0.1191067,0.27444795
E05000535,533,467,0.330206379,0.464668094,0.163227017,0.316916488
E05000536,289,237,0.24567474,0.392405063,0.114186851,0.227848101
E05000537,383,288,0.263707572,0.385416667,0.127937337,0.232638889
E05000538,311,267,0.286173633,0.43071161,0.1414791,0.247191011
E05000539,338,202,0.174556213,0.326732673,0.059171598,0.193069307
E05000540,379,320,0.321899736,0.515625,0.163588391,0.35
E05000541,536,414,0.319029851,0.45410628,0.190298507,0.301932367
E05000542,322,280,0.257763975,0.457142857,0.142857143,0.271428571
E05000543,473,455,0.304439746,0.498901099,0.150105708,0.316483516
E05000544,393,379,0.312977099,0.430079156,0.13740458,0.266490765
E05000545,477,367,0.28721174,0.427792916,0.144654088,0.247956403
E05000546,471,511,0.269639066,0.483365949,0.159235669,0.301369863
E05000547,446,320,0.213004484,0.328125,0.091928251,0.196875
E05000548,265,212,0.256603774,0.443396226,0.098113208,0.240566038
E05000549,419,288,0.248210024,0.506944444,0.102625298,0.315972222
E05000550,419,388,0.250596659,0.453608247,0.112171838,0.296391753
E05000551,362,268,0.245856354,0.414179104,0.102209945,0.23880597
E05000552,200,181,0.21,0.370165746,0.085,0.232044199
E05000553,462,380,0.268398268,0.455263158,0.132034632,0.292105263
E05000554,320,284,0.190625,0.235915493,0.065625,0.11971831
E05000555,363,343,0.181818182,0.349854227,0.063360882,0.204081633
E05000556,338,353,0.204142012,0.376770538,0.085798817,0.218130312
E05000557,353,238,0.184135977,0.323529412,0.079320113,0.172268908
E05000558,359,283,0.203342618,0.303886926,0.064066852,0.130742049
E05000559,373,254,0.163538874,0.283464567,0.058981233,0.145669291
E05000560,266,295,0.146616541,0.288135593,0.071428571,0.125423729
E05000561,302,318,0.145695364,0.248427673,0.046357616,0.106918239
E05000562,522,475,0.250957854,0.412631579,0.114942529,0.265263158
E05000563,341,404,0.184750733,0.341584158,0.085043988,0.202970297
E05000564,441,281,0.229024943,0.330960854,0.090702948,0.206405694
E05000565,402,322,0.199004975,0.332298137,0.094527363,0.201863354
E05000566,279,192,0.186379928,0.291666667,0.082437276,0.182291667
E05000567,348,239,0.209770115,0.317991632,0.083333333,0.171548117
E05000568,398,296,0.190954774,0.388513514,0.08040201,0.239864865
E05000569,417,306,0.191846523,0.320261438,0.071942446,0.156862745
E05000570,339,253,0.206489676,0.359683794,0.08259587,0.245059289
E05000571,499,382,0.204408818,0.410994764,0.100200401,0.227748691
E05000572,464,340,0.237068966,0.320588235,0.079741379,0.182352941
E05000590,582,425,0.214776632,0.390588235,0.108247423,0.24
E05000591,464,402,0.230603448,0.380597015,0.118534483,0.251243781
E05000592,634,493,0.222397476,0.365111562,0.100946372,0.227180527
E05000593,321,270,0.196261682,0.325925926,0.08411215,0.177777778
E05000594,338,325,0.186390533,0.356923077,0.088757396,0.196923077
E05000595,447,338,0.203579418,0.369822485,0.093959732,0.227810651
E05000596,517,315,0.224371373,0.46031746,0.108317215,0.307936508
E05000597,447,430,0.187919463,0.31627907,0.06935123,0.197674419
E05000598,385,376,0.205194805,0.319148936,0.080519481,0.180851064
E05000599,629,385,0.216216216,0.38961039,0.100158983,0.244155844
E05000600,595,553,0.225210084,0.406871609,0.102521008,0.267631103
E05000601,522,389,0.204980843,0.393316195,0.107279693,0.257069409
E05000602,393,338,0.249363868,0.343195266,0.111959288,0.204142012
E05000603,694,492,0.234870317,0.398373984,0.113832853,0.235772358
E05000604,628,509,0.23566879,0.381139489,0.133757962,0.225933202
E05000605,372,287,0.188172043,0.331010453,0.099462366,0.177700348
E05000606,591,448,0.204737733,0.410714286,0.106598985,0.25
E05000607,454,413,0.226872247,0.404358354,0.114537445,0.242130751
E05000608,600,457,0.253333333,0.389496718,0.115,0.234135667
E05000609,683,476,0.251830161,0.409663866,0.120058565,0.243697479
E05000610,253,186,0.150197628,0.284946237,0.055335968,0.155913978
E05000611,269,225,0.19330855,0.284444444,0.081784387,0.16
E05000612,418,260,0.227272727,0.384615385,0.098086124,0.215384615
E05000613,257,190,0.182879377,0.331578947,0.070038911,0.152631579
E05000614,255,151,0.196078431,0.344370861,0.074509804,0.21192053
E05000615,622,515,0.226688103,0.33592233,0.101286174,0.190291262
E05000616,552,385,0.226449275,0.374025974,0.108695652,0.218181818
E05000617,510,423,0.282352941,0.420803783,0.137254902,0.26713948
E05000618,241,178,0.145228216,0.292134831,0.041493776,0.191011236
E05000619,493,202,0.146044625,0.232673267,0.034482759,0.084158416
E05000620,379,269,0.2823219,0.397769517,0.110817942,0.260223048
E05000621,559,438,0.26118068,0.372146119,0.118067979,0.216894977
E05000622,299,260,0.234113712,0.373076923,0.127090301,0.242307692
E05000623,219,145,0.196347032,0.365517241,0.077625571,0.24137931
E05000624,530,345,0.175471698,0.275362319,0.066037736,0.165217391
E05000625,349,176,0.123209169,0.215909091,0.045845272,0.136363636
E05000626,527,413,0.227703985,0.380145278,0.10626186,0.203389831
E05000627,338,198,0.204142012,0.338383838,0.085798817,0.171717172
E05000628,481,427,0.20997921,0.348946136,0.095634096,0.208430913
E05000629,370,295,0.245945946,0.352542373,0.124324324,0.206779661
E05000630,106,82,0.169811321,0.329268293,0.08490566,0.231707317
E05000631,84,91,0.214285714,0.340659341,0.095238095,0.21978022
E05000632,123,94,0.25203252,0.457446809,0.12195122,0.340425532
E05000633,308,286,0.295454545,0.412587413,0.146103896,0.269230769
E05000634,399,458,0.250626566,0.430131004,0.137844612,0.262008734
E05000635,348,309,0.221264368,0.42394822,0.109195402,0.294498382
E05000636,121,98,0.223140496,0.367346939,0.115702479,0.214285714
E05000637,28,23,na,na,na,na
E05000638,134,123,0.134328358,0.382113821,0.059701493,0.227642276
E05000639,186,164,0.204301075,0.347560976,0.091397849,0.213414634
E05000640,248,202,0.217741935,0.396039604,0.084677419,0.252475248
E05000641,80,54,0.2125,na,0.1,na
E05000642,390,415,0.256410256,0.426506024,0.11025641,0.291566265
E05000643,159,144,0.188679245,0.326388889,0.075471698,0.208333333
E05000644,119,92,0.302521008,0.402173913,0.12605042,0.260869565
E05000645,107,100,0.299065421,0.43,0.130841121,0.32
E05000646,221,165,0.221719457,0.375757576,0.099547511,0.248484848
E05000647,126,111,0.26984127,0.405405405,0.134920635,0.252252252
E05000648,418,433,0.215311005,0.385681293,0.11722488,0.265588915
E05000649,75,67,na,0.432835821,na,0.23880597
E05009288,na,na,na,na,na,na
E05009297,na,na,na,na,na,na
E05009302,34,na,na,na,na,na
E05009308,30,27,na,na,na,na
E05009317,679,593,0.28718704,0.413153457,0.138438881,0.239460371
E05009318,397,304,0.211586902,0.427631579,0.105793451,0.253289474
E05009319,454,379,0.255506608,0.432717678,0.143171806,0.248021108
E05009320,386,346,0.238341969,0.39017341,0.106217617,0.228323699
E05009321,357,296,0.221288515,0.469594595,0.120448179,0.310810811
E05009322,583,513,0.22813036,0.364522417,0.126929674,0.218323587
E05009323,310,274,0.219354839,0.405109489,0.096774194,0.255474453
E05009324,346,230,0.176300578,0.386956522,0.080924855,0.265217391
E05009325,794,709,0.246851385,0.393511989,0.128463476,0.245416079
E05009326,176,142,0.232954545,0.436619718,0.119318182,0.274647887
E05009327,766,682,0.219321149,0.450146628,0.117493473,0.296187683
E05009328,258,219,0.244186047,0.442922374,0.143410853,0.255707763
E05009329,473,433,0.209302326,0.37182448,0.118393235,0.256351039
E05009330,297,190,0.195286195,0.342105263,0.094276094,0.184210526
E05009331,537,482,0.266294227,0.408713693,0.156424581,0.2593361
E05009332,437,394,0.267734554,0.42893401,0.160183066,0.269035533
E05009333,323,331,0.250773994,0.432024169,0.142414861,0.247734139
E05009334,507,448,0.234714004,0.424107143,0.130177515,0.265625
E05009335,382,340,0.277486911,0.420588235,0.146596859,0.270588235
E05009336,507,341,0.238658777,0.398826979,0.136094675,0.252199413
E05009367,182,147,0.214285714,0.37414966,0.10989011,0.265306122
E05009368,396,282,0.242424242,0.390070922,0.121212121,0.244680851
E05009369,416,347,0.216346154,0.299711816,0.086538462,0.167146974
E05009370,216,194,0.217592593,0.371134021,0.101851852,0.231958763
E05009371,245,171,0.273469388,0.450292398,0.126530612,0.304093567
E05009372,368,335,0.282608696,0.411940299,0.144021739,0.256716418
E05009373,456,381,0.25,0.401574803,0.10745614,0.257217848
E05009374,448,412,0.287946429,0.5,0.158482143,0.308252427
E05009375,345,336,0.252173913,0.476190476,0.12173913,0.282738095
E05009376,505,402,0.314851485,0.380597015,0.182178218,0.236318408
E05009377,308,269,0.298701299,0.475836431,0.162337662,0.304832714
E05009378,363,321,0.29476584,0.451713396,0.14600551,0.271028037
E05009379,569,495,0.289982425,0.43030303,0.145869947,0.254545455
E05009380,576,417,0.236111111,0.366906475,0.105902778,0.220623501
E05009381,312,275,0.253205128,0.349090909,0.131410256,0.2
E05009382,271,217,0.236162362,0.474654378,0.10701107,0.32718894
E05009383,403,379,0.280397022,0.385224274,0.136476427,0.237467018
E05009384,153,98,0.209150327,0.43877551,0.104575163,0.275510204
E05009385,469,369,0.230277186,0.39295393,0.106609808,0.235772358
E05009386,535,391,0.285981308,0.421994885,0.145794393,0.289002558
E05009387,276,241,0.336956522,0.468879668,0.221014493,0.323651452
E05009388,115,80,0.182608696,0.375,na,0.2125
E05009389,56,38,0.125,na,na,na
E05009390,154,56,0.175324675,0.339285714,0.051948052,0.214285714
E05009391,118,123,0.220338983,0.398373984,0.110169492,0.211382114
E05009392,147,152,0.258503401,0.335526316,0.142857143,0.217105263
E05009393,63,32,0.142857143,na,na,na
E05009394,230,222,0.256521739,0.400900901,0.104347826,0.247747748
E05009395,172,118,0.220930233,0.330508475,0.063953488,0.194915254
E05009396,255,288,0.274509804,0.361111111,0.133333333,0.204861111
E05009397,97,96,0.278350515,0.28125,0.134020619,0.15625
E05009398,45,55,na,0.363636364,na,0.181818182
E05009399,319,304,0.24137931,0.407894737,0.115987461,0.256578947
E05009400,50,27,na,na,na,na
E05009401,56,40,0.178571429,na,na,na
E05009402,136,67,0.139705882,0.402985075,na,0.23880597
E05009403,66,54,0.181818182,0.462962963,na,0.333333333
E05009404,70,83,0.214285714,0.325301205,na,0.168674699
E05009405,104,102,0.211538462,0.333333333,0.076923077,0.18627451
